학수번호-분반,강좌명,대상학년,정원,교수명,학점,강의시간/강의실,이수구분,언어구분,특이사항,대학
ELC410-02,어문프로젝트(캡스톤디자인),4,20,이상민,3.0,토 10:30-12:55 (외304),05,,,국제
ELC411-00,문화프로젝트(캡스톤디자인),4,20,이택광,3.0,화 16:30-17:45 (외407)목 16:30-17:45 (외407),05,,,국제
ELC448-00,영미고전문화와르네상스,4,60,임승태,3.0,화 13:30-14:45 (외305)목 13:30-14:45 (외305),05,,,국제
ELC460-00,미스터리스토리텔링,4,35,고강일,3.0,월 16:30-17:45 (외204)수 16:30-17:45 (외204),05,,,국제
ELING4001-01,졸업논문(영어학),4,100,김석,.0,- (),04,,졸업예정자 수강용,서울
ELIT4001-01,졸업논문(영문학),4,100,김석,.0,- (),04,,졸업예정자 수강용,서울
ENGLI1004-01,영어학개론,1,50,강우순,3.0,월 10:30-11:45 (문402)수 10:30-11:45 (문402),11,,,서울
ENGLI1004-02,영어학개론,1,50,박해일,3.0,월 13:30-14:45 (문308)수 13:30-14:45 (문308),11,영어,,서울
ENGLI1005-01,영어단편소설,1,50,John R. Eperjesi,3.0,화 15:00-16:15 (문303)목 15:00-16:15 (문303),11,영어,,서울
ENGLI1006-01,시읽기,1,60,송창섭,3.0,화 10:30-11:45 (문302)목 10:30-11:45 (문302),11,,,서울
ENGLI2002-01,영한대조분석,2,50,김정수,3.0,월 13:30-14:45 (문302)수 13:30-14:45 (문302),11,영어,,서울
ENGLI2003-01,비평입문,2,50,오현숙,3.0,목 12:00-13:15 (문302)화 12:00-13:15 (문302),04,,,서울
ENGLI2006-01,영미문화,2,50,John R. Eperjesi,3.0,화 12:00-13:15 (문303)목 12:00-13:15 (문303),05,영어,,서울
ENGLI2010-01,문학과영화,2,55,송창섭,3.0,화 15:00-16:15 (문302)목 15:00-16:15 (문302),05,,,서울
ENGLI2011-01,영어어휘구조,2,50,방혜영,3.0,화 10:30-11:45 (문303)금 10:30-11:45 (문303),05,,,서울
ENGLI2012-01,영어작문,2,50,Price Kevin,3.0,화 13:30-14:45 (문310)목 13:30-14:45 (문310),05,영어,,서울
ENGLI3003-01,영어음성음운론,3,50,박해일,3.0,월 15:00-16:15 (문302)수 15:00-16:15 (문302),04,,,서울
ENGLI3004-01,로맨스문학,3,50,김정애,3.0,월 13:30-14:45 (문303)수 13:30-14:45 (문303),05,,,서울
ENGLI3006-01,연극과공연,3,50,김정애,3.0,화 13:30-14:45 (문302)목 13:30-14:45 (문302),05,,,서울
ENGLI3010-01,현대영미소설,3,50,김석,3.0,월 10:30-11:45 (문302)수 10:30-11:45 (문302),05,,,서울
ENGLI3012-01,영어구문분석,3,50,강우순,3.0,월 12:00-13:15 (문302)수 12:00-13:15 (문302),05,,,서울
ENGLI3013-01,영어의미화용론,3,50,이주원,3.0,화 13:30-14:45 (문303)금 13:30-14:45 (문303),05,,,서울
ENGLI3015-01,독립심화학습2(영어영문학과),3,0,최지안,3.0,화 09:00-10:15 (연구실)목 09:00-10:15 (연구실),05,,독립심화학습 신청서 제출자 해당,서울
ENGLI3015-02,독립심화학습2(영어영문학과),3,0,최지안,3.0,화 18:00-19:15 (연구실)목 18:00-19:15 (연구실),05,,,서울
ENGLI3015-03,독립심화학습2(영어영문학과),3,0,최지안,3.0,월 18:00-19:15 (연구실)수 18:00-19:15 (연구실),05,,,서울
ENGLI3015-04,독립심화학습2(영어영문학과),3,0,김석,3.0,금 09:00-11:45 (연구실),05,,,서울
ENGLI3015-05,독립심화학습2(영어영문학과),3,0,김석,3.0,화 09:00-11:45 (연구실),05,,,서울
ENGLI3015-06,독립심화학습2(영어영문학과),3,0,김석,3.0,화 13:00-15:45 (연구실),05,,,서울
ENGLI3015-07,독립심화학습2(영어영문학과),3,0,김종복,3.0,수 09:00-11:45 (연구실),05,,,서울
ENGLI3015-08,독립심화학습2(영어영문학과),3,0,김종복,3.0,월 15:00-17:45 (연구실),05,,,서울
ENGLI3015-09,독립심화학습2(영어영문학과),3,0,김종복,3.0,수 15:00-17:45 (연구실),05,,,서울
ENGLI3015-10,독립심화학습2(영어영문학과),3,0,김종복,3.0,금 15:00-17:45 (연구실),05,,,서울
ENGLI3015-11,독립심화학습2(영어영문학과),3,0,김종복,3.0,화 09:00-10:15 (연구실)금 09:00-10:15 (연구실),05,,,서울
ENGLI3015-12,독립심화학습2(영어영문학과),3,0,김석,3.0,금 09:00-11:45 (연구실),05,,,서울
ENGLI4008-01,현대영미시,4,50,박환희,3.0,월 15:00-16:15 (문310)수 15:00-16:15 (문310),05,,,서울
ENV172-01,생물학및실험2,1,16,장광현,3.0,목 09:00-10:50 (멀305)수 11:00-12:50 (멀311),11,,,국제
ENV172-02,생물학및실험2,1,16,장광현,3.0,목 11:00-12:50 (멀305)수 11:00-12:50 (멀311),11,,,국제
ENV172-03,생물학및실험2,1,16,장광현,3.0,목 16:00-17:50 (멀305)수 11:00-12:50 (멀311),11,,,국제
ENV174-01,환경과학개론,1,60,장현섭,3.0,월 13:30-14:45 (공365)수 13:30-14:45 (공365),04,,교직과목,국제
ENV213-01,환경유체역학,2,40,유창규,3.0,월 10:30-11:45 (공102-1)수 10:30-11:45 (공102-1),05,,,국제
ENV232-01,대기오염,2,40,김동술,3.0,수 13:30-14:45 (공102-1)월 13:30-14:45 (공102-1),05,,교직과목,국제
ENV252-01,환경생태학,2,40,장광현,3.0,수 09:00-10:15 (공102-1)월 09:00-10:15 (공102-1),05,영어,교직과목,국제
ENV273-01,공학수학1,1,70,남궁윤미,3.0,수 15:00-16:15 (공B101)월 15:00-16:15 (공B101),11,,환경과 학생만 수강가능,국제
ENV274-01,공학프로그래밍입문,2,25,장광현,3.0,화 10:30-11:45 (공176-4)금 17:00-18:15 (공244),11,,환경과 학생만 수강가능,국제
ENV279-01,환경화학,2,40,조영민,3.0,목 09:00-10:15 (공369)화 09:00-10:15 (공369),05,,,국제
ENV338-01,대기환경관리,4,40,김동술,3.0,화 10:30-11:45 (공369)목 10:30-11:45 (공369),05,영어,,국제
ENV339-01,생물학적수처리,3,40,민부기,3.0,수 15:00-16:15 (공369)월 15:00-16:15 (공369),05,영어,,국제
ENV354-01,환경법,4,25,여민경,3.0,화 13:30-14:45 (공369)목 13:30-14:45 (공369),05,,,국제
ENV355-01,응용환경생태학,3,40,유가영,3.0,화 13:30-14:45 (공102-1)목 13:30-14:45 (공102-1),05,영어,교직과목,국제
ENV384-01,연구연수활동2(환경학및환경공학),34,40,민부기,1.0,금 09:00- (공369),05,,"수강신청은 기간내에 본인이 필히 수강신청 하여야 하며, 신청서는 학과사무실로 9월 1일까지 제출요망",국제
ENV386-01,수질오염조사실험및설계,23,21,오종민,3.0,"월 15:00-19:50 (공102-1, 실험340)",04,,,국제
ENV386-02,수질오염조사실험및설계,23,22,유창규,3.0,"목 15:00-19:50 (공102-1, 실험340)",04,,,국제
ENV388-01,환경위해성평가,3,40,여민경,3.0,수 13:30-14:45 (공369)월 13:30-14:45 (공369),05,영어,,국제
ENV392-01,유해가스제어,3,40,조영민,3.0,월 09:00-10:15 (공369)수 09:00-10:15 (공369),05,,,국제
ENV487-00,졸업논문(환경학및환경공학전공),4,40,민부기,.0,금 18:25- (공369),04,,마지막 학기 졸업예정자 필수과목,국제
ENV489-01,토양오염조사실험및설계,34,22,유가영,3.0,"화 15:00-19:50 (공102-1, 실험341)",05,,,국제
ENV492-01,환경캡스톤디자인,34,40,유창규,3.0,월 16:30-19:15 (공369),04,,,국제
ENV494-01,독립심화학습2(환경공학과),4,3,민부기,3.0,금 15:00-18:00 (공102-1),05,,,국제
ESP102-00,스페인어A2문법,1,36,김찬기,3.0,수 13:30-14:45 (외308)월 13:30-14:45 (외308),05,,,국제
ESP102-01,스페인어A2문법,1,36,김은희,3.0,수 13:30-14:45 (외201)월 13:30-14:45 (외201),05,,,국제
ESP106-00,스페인어A2회화,1,25,Merce Mundet Tarrago,3.0,월 10:30-11:45 (외404)수 10:30-11:45 (외404),05,,1학년 전용강좌,국제
ESP106-01,스페인어A2회화,1,25,Armando Daniel Bazan,3.0,월 12:00-13:15 (외404)수 12:00-13:15 (외404),05,,1학년 전용강좌,국제
ESP106-02,스페인어A2회화,1,21,Armando Daniel Bazan,3.0,수 15:00-16:15 (외405)월 15:00-16:15 (외405),05,,재수강반,국제
ESP117-00,라틴아메리카역사와문화1,1,60,송영복,3.0,금 09:00-10:15 (외204)금 10:30-11:45 (외204),11,,1학년 전용강좌,국제
ESP204-00,스페인어B2문법,2,25,김한상,3.0,화 10:30-11:45 (외204)목 10:30-11:45 (외204),05,,,국제
ESP208-00,스페인어B1-B회화,2,27,Merce Mundet  Tarrago,3.0,수 12:00-13:15 (외211)월 12:00-13:15 (외211),05,,,국제
ESP208-01,스페인어B1-B회화,2,27,Merce Mundet  Tarrago,3.0,화 12:00-13:15 (외211)목 12:00-13:15 (외211),05,,,국제
ESP214-00,스페인어 Lab2,2,30,최미경,3.0,화 13:30-14:45 (외204)목 13:30-14:45 (외204),05,제2외국어,"제2외국어강좌, 1-2학년 전용강좌",국제
ESP310-01,스페인어B2-B회화,3,30,Merce Mundet Tarrago,3.0,화 09:00-10:15 (외211)목 09:00-10:15 (외211),04,,,국제
ESP321-00,스페인어번역,3,20,정원석,3.0,수 15:00-16:15 (외304)월 15:00-16:15 (외304),05,,,국제
ESP323-00,스페인소설,3,55,김찬기,3.0,화 13:30-14:45 (외321)목 13:30-14:45 (외321),04,제2외국어,제2외국어강좌,국제
ESP325-00,스페인어희곡,3,20,김보영,3.0,월 13:30-14:45 (외412)수 13:30-14:45 (외412),05,,,국제
ESP327-00,라틴아메리카문학개론,2,30,황수현,3.0,월 15:00-16:15 (외301)수 15:00-16:15 (외301),05,제2외국어,제2외국어강좌,국제
ESP345-00,스페인지역연구,3,30,김은희,3.0,월 16:30-17:45 (외402)수 16:30-17:45 (외402),05,,,국제
ESP347-00,독립심화학습1(스페인어학과),3,0,송영복,3.0,토 10:30-11:45 (외201)토 09:00-10:15 (외201),05,,독립심화학습 신청서 제출자만 수강 가능,국제
ESP347-01,독립심화학습1(스페인어학과),3,0,송영복,3.0,토 12:00-13:15 (외201)토 13:30-14:45 (외201),05,,독립심화학습 신청서 제출자만 수강 가능,국제
ESP347-02,독립심화학습1(스페인어학과),3,0,송영복,3.0,토 15:00-16:15 (외201)토 16:30-17:45 (외201),05,,독립심화학습 신청서 제출자만 수강 가능,국제
ESP420-00,고급스페인어,4,20,김한상,3.0,화 15:00-16:15 (외204)목 15:00-16:15 (외204),05,,,국제
ESP437-00,졸업논문(스페인어전공),4,100,박정원,.0,- (),04,,금학기 졸업예정자 필수 수강,국제
ESP438-00,캡스톤디자인히스패닉세계연구,4,20,박정원,3.0,금 12:00-13:15 (외211)금 13:30-14:45 (외211),05,,3-4학년 전용강좌,국제
ESP438-01,캡스톤디자인히스패닉세계연구,4,0,박정원,3.0,토 09:00-10:15 (외202)토 10:30-11:45 (외202),05,,3-4학년 전용강좌,국제
ESP438-02,캡스톤디자인히스패닉세계연구,4,0,박정원,3.0,토 12:00-13:15 (외202)토 13:30-14:45 (외202),05,,3-4학년 전용강좌,국제
ETC0101-S01,노동인권감수성Tok!Talk!,,40,오중석,2.0,화 15:00-16:50 (스264),08,,,서울
ETC0102-S01,도시농부학교,,40,최상진,2.0,금 10:00-11:50 (청201),08,,"현장실습(장소:가평, 실습일정 확인 후 수강신청)",서울
ETC0107-S01,"인권,꿈과현실사이에서",,40,정주연,2.0,금 15:00-16:50 (청704),08,,,서울
ETC0108-S01,자본주의똑바로알기,,120,임승수,2.0,목 10:00-11:50 (청620),08,,,서울
ETC1112-S01,즐거운연애행복한결혼,,40,김도연,2.0,화 12:00-13:50 (스B125),08,,강의실변경→스B125,서울
ETC1115-S01,다큐로만나는세상,,40,이용우,2.0,금 15:00-16:50 (스B125),08,,,서울
ETC1116-S01,우리통일어떻게할까요,,40,이창희,2.0,월 15:00-16:50 (네105),08,,,서울
ETC1117-S01,여행의기술,,40,현재광,2.0,목 15:00-16:50 (스B125),08,,,서울
ETC1508-01,학문적소통을위한한국어말하기,1,93,홍윤기,3.0,- (),08,,"외국인대상 한국어강좌, 수강대상자 외 수강신청불가, 수업시간은 소속학과에 문의",서울
ETC1509-01,학문적소통을위한한국어읽기,1,93,홍윤기,3.0,- (),08,,"외국인대상 한국어강좌, 수강대상자 외 수강신청불가, 수업시간은 소속학과에 문의",서울
ETC1510-01,학문적소통을위한한국어글쓰기,1,93,홍윤기,3.0,- (),08,,"외국인대상 한국어강좌, 수강대상자 외 수강신청불가, 수업시간은 소속학과에 문의",서울
ETC1511-S01,페미니즘입문,,40,임옥희,2.0,수 15:00-16:50 (청407),08,,,서울
ETC1512-01,학문적소통을위한한국어표현,1,93,홍윤기,3.0,- (),08,,"외국인대상 한국어강좌, 수강대상자 외 수강신청불가, 수업시간은 소속학과에 문의",서울
ETCG001-00,한국어의이해1,,,손영화,3.0,월 09:00-10:15 (외135)월 10:30-11:45 (외135),08,,,국제
ETCG002-00,한국어의이해2,,,박세아,3.0,화 09:00-10:15 (외135)화 10:30-11:45 (외135),08,,,국제
ETCG003-01,한국어의이해3,,,손영화,3.0,수 10:30-11:45 (외135)수 09:00-10:15 (외135),08,,,국제
ETCG004-01,한국어의이해4,,,박세아,3.0,목 10:30-11:45 (외135)목 09:00-10:15 (외135),08,,,국제
FD101-01,드로잉,,30,황철호,3.0,금 13:30-17:20 (예306),11,,산업디자인학과 학생 수강 권장,국제
FD101-02,드로잉,,30,김경주,3.0,수 09:00-12:50 (예118),11,영어(부분),시각디자인학과 학생 수강 권장,국제
FD101-03,드로잉,,36,장우린,3.0,월 13:30-17:20 (예118),11,영어(부분),디지털콘텐츠학과 학생 수강 권장,국제
FD101-04,드로잉,,25,이정은,3.0,화 09:00-12:50 (예118),11,,의류디자인학과 학생 수강 권장,국제
FD103-01,평면디자인,,30,명윤경,3.0,수 13:30-17:20 (예115),11,영어(부분),시각디자인학과 학생 수강 권장,국제
FD103-02,평면디자인,,30,이미나,3.0,화 09:00-12:50 (예116),11,,환경조경디자인학과 학생 수강 권장,국제
FD103-03,평면디자인,,30,김현영,3.0,수 13:30-17:20 (예116),11,,환경조경디자인학과 학생 수강 권장,국제
FD103-04,평면디자인,,33,나정조,3.0,월 09:00-12:50 (예224),11,,디지털콘텐츠학과 학생 수강 권장,국제
FD103-05,평면디자인,,25,오정은,3.0,화 09:00-12:50 (예117),11,,의류디자인학과 학생 수강 권장,국제
FD105-01,디지털디자인,,30,김진영,3.0,수 09:00-12:50 (예224),11,,산업디자인학과 학생 수강 권장,국제
FD105-02,디지털디자인,,40,이선민,3.0,수 09:00-12:50 (예225),11,,시각디자인학과 학생 수강 권장,국제
FD105-03,디지털디자인,,30,이진원,3.0,화 13:30-17:20 (예224),11,,환경조경디자인학과 학생 수강 권장,국제
FD105-04,디지털디자인,,30,이진원,3.0,목 13:30-17:20 (예225),11,,환경조경디자인학과 학생 수강 권장,국제
FD105-05,디지털디자인,,38,이혜은,3.0,월 09:00-12:50 (예225),11,,디지털콘텐츠학과 학생 수강 권장,국제
FD105-06,디지털디자인,,25,김세진,3.0,화 13:30-17:20 (예225),11,,의류디자인학과 학생 수강 권장,국제
FD109-01,현대미술사,,45,김예경,3.0,월 10:30-11:45 (예102)수 10:30-11:45 (예102),11,,,국제
FD109-02,현대미술사,,45,김예경,3.0,월 12:00-13:15 (예102)수 12:00-13:15 (예102),11,,,국제
FD110-01,예술과디자인의이해,,45,주혜영,3.0,화 10:30-11:45 (예102)목 10:30-11:45 (예102),11,,,국제
FD110-02,예술과디자인의이해,,45,주혜영,3.0,화 12:00-13:15 (예102)목 12:00-13:15 (예102),11,,,국제
FD110-03,예술과디자인의이해,,45,주혜영,3.0,화 13:30-14:45 (예102)목 13:30-14:45 (예102),11,,,국제
FD111-01,입체디자인,,30,장광집,3.0,월 09:00-12:50 (예306),11,,산업디자인학과 학생 수강 권장,국제
FD111-02,입체디자인,,30,김경주,3.0,목 09:00-12:50 (예115),11,영어(부분),시각디자인학과 학생 수강 권장,국제
FD111-03,입체디자인,,30,최서영,3.0,월 13:30-17:20 (예225),11,,디지털콘텐츠학과 학생 수강 권장,국제
FD111-04,입체디자인,,25,이채영,3.0,화 13:30-17:20 (예115),11,,의류디자인학과 학생 수강 권장,국제
FD112-01,산업디자인리서치,,30,박혜정,3.0,목 09:00-11:45 (예116),11,,,국제
FD113-02,시각디자인연구,1,50,정지연,3.0,월 14:00-16:45 (예102),11,,시각디자인학과 학생 수강 권장,국제
FD114-01,환경조경학의이해,,50,서주환,3.0,목 09:00-11:45 (예502),11,,,국제
FD115-01,패션컨버세이션,,40,박유나,3.0,목 09:00-11:45 (예118),11,,,국제
FD116-01,콘텐츠디자인기초,,62,우탁,3.0,수 13:30-17:20 (예704),11,영어,타학과 수강불가,국제
FN1002-01,식품학,1,70,장윤혁,3.0,월 15:00-16:15 (생B105)수 15:00-16:15 (생B105),05,영어(부분),4학기이상 등록자 수강불허,서울
FN2002-01,생화학,2,60,박정화,3.0,금 13:30-16:15 (생507),05,,,서울
FN2003-01,생활통계와SAS,2,35,오세영,3.0,화 15:00-17:45 (청401),05,,전산실 변경,서울
FN2005-01,식품미생물학,1,70,한명주,3.0,화 10:30-11:45 (생501)목 10:30-11:45 (생501),05,,,서울
FN2007-01,식품영양과미디어,2,60,제유진,3.0,금 10:30-11:45 (생B105)월 10:30-11:45 (생B105),05,,,서울
FN2009-01,식품화학및실험,2,20,"윤기선,이윤경",3.0,"화 11:00-12:50 (생202)화 09:00-10:50 (생402),화 09:00-10:50 (생402)화 11:00-12:50 (생402)",05,,팀티칭 강의,서울
FN2010-01,인체생리학,2,70,김경배,3.0,목 13:30-16:15 (생501),05,,,서울
FN3001-01,고급영양학,3,60,정자용,3.0,화 10:30-11:45 (생B105)목 10:30-11:45 (생510),05,,,서울
FN3006-01,영양판정및실험,3,25,임윤숙,3.0,수 09:00-10:50 (생B101)수 11:00-12:50 (생213),05,,,서울
FN3008-01,조리과학및실험,3,40,장윤혁,3.0,화 13:30-15:20 (생402)화 15:30-17:20 (생211),05,,,서울
FN3010-01,지역사회영양학,3,60,제유진,3.0,수 13:30-14:45 (생501)금 13:30-14:45 (생501),05,영어(부분),,서울
FN3011-01,급식경영학,3,60,한명주,3.0,월 15:00-16:15 (생501)수 15:00-16:15 (생501),05,,,서울
FN3013-01,캡스톤디자인1(식품영양),4,40,제유진,3.0,목 17:00-19:45 (생B105),05,,,서울
FN3013-02,캡스톤디자인1(식품영양),4,40,한명주,3.0,목 17:00-19:45 (생B105),05,,,서울
FN3013-03,캡스톤디자인1(식품영양),4,40,오세영,3.0,목 17:00-19:45 (생B105),05,,,서울
FN3013-04,캡스톤디자인1(식품영양),4,40,정자용,3.0,목 17:00-19:45 (생B105),05,,,서울
FN3013-05,캡스톤디자인1(식품영양),4,40,윤기선,3.0,목 17:00-19:45 (생B105),05,,,서울
FN3013-06,캡스톤디자인1(식품영양),4,40,장윤혁,3.0,목 18:00-20:45 (생B105),05,,,서울
FN3013-07,캡스톤디자인1(식품영양),4,40,임윤숙,3.0,목 17:00-19:45 (생B105),05,,,서울
FN4001-01,졸업논문(식품영양학),4,40,제유진,.0,- (),04,,졸업예정자 수강신청,서울
FN4006-01,식품위생관계법규,4,60,홍준배,3.0,수 09:00-11:45 (생501),05,,,서울
FN4008-01,현장실습(식품영양),4,20,제유진,2.0,- (),05,,,서울
FN4011-01,영양사현장실습,4,30,제유진,2.0,- (),05,,,서울
FN4016-01,독립심화학습2(식품영양학과),,0,임윤숙,3.0,- (),05,,,서울
FR1012-00,초급프랑스어2,1,17,선효숙,3.0,월 13:30-14:45 (외402)수 13:30-14:45 (외402),05,,,국제
FR1012-01,초급프랑스어2,1,17,이경래,3.0,수 13:30-14:45 (외403)월 13:30-14:45 (외403),05,,,국제
FR1014-00,초급프랑스어회화2,1,17,Pierrick Micottis,3.0,목 10:30-11:45 (외308)화 10:30-11:45 (외308),05,,1학년 전용 강좌,국제
FR1014-03,초급프랑스어회화2,1,17,Pierrick Micottis,3.0,월 15:00-16:15 (외308)수 15:00-16:15 (외308),05,,1학년 전용 강좌,국제
FR1041-00,프랑스사회와문화,1,20,이경래,3.0,월 10:30-11:45 (외412)수 10:30-11:45 (외412),05,,,국제
FR2012-00,중급프랑스어2,2,17,김기국,3.0,월 15:00-16:15 (외406)수 15:00-16:15 (외406),11,,,국제
FR2012-01,중급프랑스어2,2,17,이경래,3.0,수 15:00-16:15 (외404)월 15:00-16:15 (외404),11,,,국제
FR2014-00,중급프랑스어회화2,2,17,Pierrick Micottis,3.0,화 12:00-13:15 (외308)목 12:00-13:15 (외308),05,,,국제
FR2015-00,DELF1(A2),2,20,이재욱,3.0,수 10:30-11:45 (외308)월 10:30-11:45 (외308),05,,,국제
FR2023-00,프랑스에세이,2,20,오정숙,3.0,목 10:30-11:45 (외405)화 10:30-11:45 (외405),05,,,국제
FR2033-00,프랑스어학의이해,2,17,선효숙,3.0,화 13:30-14:45 (외402)목 13:30-14:45 (외402),04,,,국제
FR2042-00,프랑스영상예술,2,25,홍명희,3.0,금 12:00-13:15 (외321)금 10:30-11:45 (외321),05,,,국제
FR3012-00,고급프랑스어회화2,3,17,Pierrick Micottis,3.0,목 09:00-10:15 (외308)화 09:00-10:15 (외308),04,,,국제
FR3021-00,프랑스시와샹송,3,17,김기국,3.0,월 10:30-11:45 (외405)수 10:30-11:45 (외405),05,,,국제
FR3022-00,프랑스소설,3,17,이효숙,3.0,목 13:30-14:45 (외405)화 13:30-14:45 (외405),05,,,국제
FR3033-00,프랑스언어와사회,3,25,선효숙,3.0,목 10:30-11:45 (외402)화 10:30-11:45 (외402),04,,,국제
FR4021-00,프랑스사상의이해,4,17,홍명희,3.0,화 15:00-16:15 (외403)목 15:00-16:15 (외403),05,,,국제
FR4042-00,현대프랑스사회,4,17,이재욱,3.0,화 16:30-17:45 (외303)목 16:30-17:45 (외303),04,,,국제
FR4300-00,졸업논문(프랑스어전공),4,100,오정숙,.0,- (),04,,금학기 졸업예정자 필수 수강,국제
FR4301-01,프랑스문화탐구캡스톤디자인,4,17,홍명희,3.0,수 16:30-17:45 (외202)수 15:00-16:15 (외202),05,,,국제
FR4301-02,프랑스문화탐구캡스톤디자인,4,0,홍명희,3.0,토 09:00-10:15 (외204)토 10:30-11:45 (외204),05,,,국제
FR4301-03,프랑스문화탐구캡스톤디자인,4,0,홍명희,3.0,토 12:00-13:15 (외204)토 13:30-14:45 (외204),05,,,국제
FSB232-00,식품생화학1,2,60,김해영,3.0,월 10:30-11:45 (생422)수 10:30-11:45 (생422),05,,,국제
FSB242-00,식품미생물학Ⅱ및실험,2,30,박천석,3.0,수 14:30-16:20 (생306)월 15:00-16:50 (국311),04,,,국제
FSB242-01,식품미생물학Ⅱ및실험,2,30,박천석,3.0,목 14:30-16:20 (생306)월 15:00-16:50 (국311),04,,,국제
FSB261-00,식품과건강,2,30,김대옥,3.0,수 09:00-10:15 (국301)월 09:00-10:15 (국301),05,,,국제
FSB305-00,연구연수활동2(식품공학),,20,김영록,1.0,09:00- (),05,,,국제
FSB312-00,식품공학II및실험,3,30,김병용,3.0,월 10:30-12:20 (생424)월 16:30-18:20 (생404),04,,,국제
FSB312-01,식품공학II및실험,3,30,김병용,3.0,화 16:30-18:20 (생404)월 10:30-12:20 (생424),04,,,국제
FSB321-00,식품분석학및실험,3,20,박승국,3.0,수 10:30-12:20 (생424)월 15:00-16:50 (생305),05,영어,영어(부분)강좌,국제
FSB321-01,식품분석학및실험,3,20,박승국,3.0,수 16:30-18:20 (생305)수 10:30-12:20 (생424),05,영어,,국제
FSB331-00,유전자재조합식품론,3,60,김해영,3.0,목 10:30-11:45 (생424)화 10:30-11:45 (생424),05,,,국제
FSB341-00,발효미생물공학,3,60,박천석,3.0,월 13:00-14:15 (국108)수 13:00-14:15 (국108),05,,,국제
FSB372-00,식품소재학,3,50,김영록,3.0,목 13:30-14:45 (생423)화 13:30-14:45 (생423),05,,,국제
FSB401-00,졸업논문(식품공학전공),4,40,김영록,.0,09:00- (),04,,,국제
FSB403-00,식품생명공학캡스톤디자인2,4,10,김병용,3.0,금 15:00-17:45 (생404),05,,,국제
FSB403-02,식품생명공학캡스톤디자인2,4,10,김해영,3.0,금 15:00-17:45 (생108),05,,,국제
FSB403-03,식품생명공학캡스톤디자인2,4,10,박천석,3.0,금 15:00-17:45 (생412),05,,,국제
FSB403-04,식품생명공학캡스톤디자인2,4,10,백무열,3.0,금 15:00-17:45 (생306),05,,,국제
FSB403-05,식품생명공학캡스톤디자인2,4,10,김대옥,3.0,금 16:30-19:15 (생506-1),05,,,국제
FSB403-06,식품생명공학캡스톤디자인2,4,10,김영록,3.0,목 16:30-19:15 (생506-2),05,,,국제
FSB429-00,산학협력식품안전실무,4,40,박정웅,3.0,금 09:00-12:50 (국301),05,,,국제
FSB461-00,기능성식품학,3,30,김대옥,3.0,월 15:00-16:15 (국301)수 15:00-16:15 (국301),05,,,국제
FSB472-00,식품위생학,2,70,김영록,3.0,화 10:30-11:45 (생423)목 10:30-11:45 (생423),05,,,국제
FSMGT2004-01,식품학,2,60,윤혜현,3.0,월 10:30-11:45 (호603)수 10:30-11:45 (호603),04,,,서울
FSMGT2006-01,세계식생활문화,2,70,이명아,3.0,수 09:00-11:45 (호301(별)),05,,,서울
FSMGT2006-02,세계식생활문화,3,70,"정라나,최순아",3.0,"월 09:00-10:15 (호203(별)),월 10:30-11:45 (호203(별))",05,,팀티칭,서울
FSMGT2501-01,리테일산업론,2,70,조미희,3.0,월 09:00-10:15 (호201(별))수 09:00-10:15 (호201(별)),05,,,서울
FSMGT2502-03,음료론,2,60,고재윤,3.0,월 10:30-11:45 (호302)수 10:30-11:45 (호302),05,,,서울
FSMGT3010-01,외식메뉴관리론,3,70,이경희,3.0,월 15:00-16:15 (호702)수 15:00-16:15 (호702),04,영어,,서울
FSMGT3503-01,외식창업투자론,3,70,최규완,3.0,월 13:30-14:45 (호403)수 13:30-14:45 (호403),04,,,서울
FSMGT3508-01,외식원가관리,3,70,조미희,3.0,월 12:00-13:15 (호301(별))수 12:00-13:15 (호301(별)),05,영어,,서울
FSMGT3513-01,서비스경영,3,70,황조혜,3.0,화 13:30-14:45 (호702)목 13:30-14:45 (호702),04,,,서울
FSMGT4001-01,졸업논문(외식경영),4,200,이경희,.0,- (),04,,,서울
FSMGT4509-01,캡스톤디자인(외식경영),4,60,이경희,1.0,금 13:30-15:20 (호701),05,,,서울
FSMGT4509-02,캡스톤디자인(외식경영),4,60,이경희,1.0,금 13:30-15:20 (호701),05,,,서울
FSMGT4514-01,독립심화학습2(외식경영학과),4,3,이규민,3.0,월 09:00-11:45 (호301(별)),05,,강의실 및 강의시간 교강사 별도 확인,서울
FT1005-01,시나리오창작기초,,25,김재성,3.0,화 13:30-17:20 (예B167),11,영어(부분),"2,3,4학년 수강 불가",국제
FT1007-01,비디오제작실습,,25,김정호,3.0,수 13:30-17:20 (예B167),11,,"2,3,4학년 수강 불가",국제
FT1012-01,기초발성과화술2,,25,곽동철,3.0,금 13:30-17:20 (예B142),11,,"2,3,4학년 수강 불가",국제
FT1014-01,재즈댄스와앙상블,,25,"고현경,강은나",3.0,"목 10:30-12:20 (예B142),화 09:30-11:20 (예B142)",05,,"2,3,4학년 수강 불가",국제
FT1016-01,노래해석과연기 2,,25,"김학민,김정민",3.0,"월 09:30-11:20 (예B142),월 11:30-13:20 (예B142)",05,,"2,3,4학년 수강 불가",국제
FT1070-01,초급영화이론,1,25,이효인,3.0,월 09:00-12:50 (예B139),05,,"2,3,4학년 수강 불가",국제
FT2009-01,디지털다큐멘타리제작,,25,김재성,3.0,목 13:30-17:20 (예B167),04,,,국제
