학수번호-분반,강좌명,대상학년,정원,교수명,학점,강의시간/강의실,이수구분,언어구분,특이사항,대학
GEE1426-G01,고전읽기:김수영,,50,김영임,3.0,월 10:30-11:45 (글507)수 10:30-11:45 (글507),17,,,국제
GEE1428-S01,고전읽기:논어,,50,이상임,3.0,수 10:30-11:45 (청704)월 10:30-11:45 (청704),17,,,서울
GEE1429-S01,고전읽기:맹자,,50,김수중,3.0,금 15:00-17:45 (청620),17,,,서울
GEE1438-G01,고전읽기:박지원,,50,김준기,3.0,월 15:00-16:15 (글507)수 15:00-16:15 (글507),17,,,국제
GEE1440-S01,고전읽기:불경,,50,황금연,3.0,화 10:30-11:45 (청704)목 10:30-11:45 (청704),17,,,서울
GEE1443-S01,고전읽기:삼국유사,,50,권기성,3.0,화 15:00-16:15 (청715)목 15:00-16:15 (청715),17,,,서울
GEE1452-G01,고전읽기:인도신화,,50,이재숙,3.0,월 09:00-10:15 (글507)수 09:00-10:15 (글507),17,,,국제
GEE1463-S01,고전읽기:프로이트,,50,민승기,3.0,월 12:00-13:15 (청620)수 12:00-13:15 (청620),17,,,서울
GEE1505-S01,기초독일어,,40,신동도,3.0,월 10:30-11:45 (청509)수 10:30-11:45 (청509),17,,,서울
GEE1506-G01,기초러시아어,,50,최행규,3.0,화 12:00-13:15 (글405)목 12:00-13:15 (글405),17,제2외국어,러시아학생 및 러시아어학과 학생 수강금지,국제
GEE1506-G02,기초러시아어,,50,안지영,3.0,화 15:00-16:15 (글405)목 15:00-16:15 (글405),17,제2외국어,러시아학생 및 러시아어학과 학생 수강금지,국제
GEE1506-G03,기초러시아어,,50,한현희,3.0,금 12:00-14:45 (글405),17,제2외국어,러시아학생 및 러시아어학과 학생 수강금지,국제
GEE1507-G01,기초스페인어,,50,김보영,3.0,월 10:30-11:45 (글405)수 10:30-11:45 (글405),17,제2외국어,스페인학생 및 스페인어학과학생 수강금지,국제
GEE1507-G02,기초스페인어,,50,최병일,3.0,수 16:30-17:45 (글405)월 16:30-17:45 (글405),17,제2외국어,스페인학생 및 스페인어학과학생 수강금지,국제
GEE1507-G03,기초스페인어,,50,황수현,3.0,목 09:00-10:15 (글405)화 09:00-10:15 (글405),17,제2외국어,스페인학생 및 스페인어학과학생 수강금지,국제
GEE1507-G04,기초스페인어,,50,임효상,3.0,목 10:30-11:45 (글405)화 10:30-11:45 (글405),17,제2외국어,스페인학생 및 스페인어학과학생 수강금지,국제
GEE1507-G05,기초스페인어,,50,최미경,3.0,목 15:00-16:15 (멀102)화 15:00-16:15 (멀102),17,제2외국어,스페인학생 및 스페인어학과학생 수강금지,국제
GEE1507-S01,기초스페인어,,40,김세훈,3.0,금 09:00-11:45 (청704),17,,,서울
GEE1508-G01,기초일본어,,50,Togasaki Yuichi,3.0,월 15:00-16:15 (글405)수 15:00-16:15 (글405),17,제2외국어,일본학생 및 일본어학과학생 수강금지,국제
GEE1508-S01,기초일본어,,40,정일영,3.0,화 15:00-16:15 (호502)목 15:00-16:15 (호502),17,,일본인학생 수강불가 (강의실변경→호502),서울
GEE1509-G01,기초중국어,,50,이영월,3.0,월 13:30-14:45 (글405)수 13:30-14:20 (글405),17,제2외국어,중국학생 및 중국어학과학생 수강금지,국제
GEE1509-S01,기초중국어,,40,고혜경,3.0,금 12:00-14:45 (청704),17,,중국인학생 수강불가,서울
GEE1510-G01,기초프랑스어,,50,김기국,3.0,금 09:00-11:45 (글405),17,제2외국어,프랑스학생 및 프랑스어학과학생 수강금지,국제
GEE1510-G02,기초프랑스어,,50,정의진,3.0,목 13:30-14:45 (글405)화 13:30-14:45 (글405),17,제2외국어,프랑스학생 및 프랑스어학과학생 수강금지,국제
GEE1514-S01,일본대중문화의이해,,75,나고마리,3.0,화 12:00-13:15 (청407)목 12:00-13:15 (청407),17,,,서울
GEE1516-G01,초급일본어,,50,Teshima Takahiro,3.0,월 12:00-13:15 (글405)수 12:00-13:15 (글405),17,제2외국어,"기초일본어를 마친자에 한해 수강가능, 일본학생 및 일본어학과학생 수강금지",국제
GEE1518-S01,한자와동아시아,,70,구도영,3.0,수 12:00-14:45 (청407),17,,,서울
GEE1519-G01,한자의이해,,65,노상균,3.0,- (온라인),17,,"온라인강좌, 중국학생 및 중국어학과학생 수강금지",국제
GEE1520-S01,중급일본어,,40,이좌지자,3.0,월 15:00-16:15 (청704)수 15:00-16:15 (청704),17,,일본인학생 수강불가,서울
GEE1521-G01,초급스페인어,,50,정원석,3.0,월 09:00-10:15 (글405)수 09:00-10:15 (글405),17,제2외국어,"기초스페인어를 마친자에 한해 수강가능, 스페인학생 및 스페인어학과학생 수강금지",국제
GEE1523-G01,수사학과영작문,,24,이민상,3.0,화 12:00-13:15 (글404)목 12:00-13:15 (글404),17,영어,영어강좌,국제
GEE1601-S01,골프,,32,이용건,1.0,화 11:00-12:50 (골프장),17,,,서울
GEE1601-S02,골프,,32,이상민,1.0,수 09:00-10:50 (골프장),17,,,서울
GEE1603-S01,국선도,,38,선대규,1.0,월 13:00-14:50 (농구장),17,,,서울
GEE1606-G01,농구(교양),,35,한욱진,1.0,수 13:00-14:50 (체201),17,,농구장,국제
GEE1608-G01,댄스스포츠(교양),,35,박지연,1.0,목 12:00-13:50 (글403),17,,,국제
GEE1609-S01,동계스포츠:스노우보드,,150,"고인태,성순창",1.0,- (),17,,집중수업:추후공지/팀티칭,서울
GEE1609-S02,동계스포츠:스노우보드,,150,"고인태,박진수",1.0,- (),17,,집중수업:추후공지/팀티칭,서울
GEE1609-S03,동계스포츠:스노우보드,,150,"고인태,강창균",1.0,- (),17,,집중수업:추후공지/팀티칭,서울
GEE1610-G01,동계스포츠:스노우보드(교양),,100,조경훈,1.0,토 12:00-13:50 (방학집중수업),17,,동계방학집중수업(동계계절학기 중복될 수 있음)/등록금 외 수업운영비 추가발생,국제
GEE1610-G02,동계스포츠:스노우보드(교양),,100,하희문,1.0,토 12:00-13:50 (방학집중수업),17,,동계방학집중수업(동계계절학기 중복될 수 있음)/등록금 외 수업운영비 추가발생,국제
GEE1611-S01,동계스포츠:스키,,150,"고인태,이재복",1.0,- (),17,,집중수업:추후공지/팀티칭,서울
GEE1611-S02,동계스포츠:스키,,150,"고인태,박진수",1.0,- (),17,,집중수업:추후공지/팀티칭,서울
GEE1611-S03,동계스포츠:스키,,150,"고인태,이재복",1.0,- (),17,,집중수업:추후공지/팀티칭,서울
GEE1612-G02,동계스포츠:스키(교양),,100,문영재,1.0,토 12:00-13:50 (방학집중수업),17,,동계방학집중수업(동계계절학기 중복될 수 있음)/등록금 외 수업운영비 추가발생,국제
GEE1612-G03,동계스포츠:스키(교양),,100,이준희,1.0,토 12:00-13:50 (방학집중수업),17,,동계방학집중수업(동계계절학기 중복될 수 있음)/등록금 외 수업운영비 추가발생,국제
GEE1614-G01,레크리에이션(교양),,35,김지혜,1.0,수 15:00-16:50 (체307),17,,,국제
GEE1615-S01,배드민턴,,26,김일수,1.0,금 09:00-10:50 (농구장),17,,,서울
GEE1615-S02,배드민턴,,26,김일수,1.0,금 11:00-12:50 (농구장),17,,,서울
GEE1616-G01,배드민턴(교양),,35,최수연,1.0,수 10:30-12:20 (체215-3),17,,배드민턴장,국제
GEE1617-G01,볼링(교양),,27,김경숙,1.0,토 09:30-11:30 (광교볼링장),17,,"9월 6일 17:30 OT필참, 집중수업, 등록금 외 수업운영비 추가발생",국제
GEE1620-S01,수상스포츠:수상스키,,55,"고인태,김민섭",1.0,- (),17,,집중수업:추후공지/팀티칭,서울
GEE1620-S02,수상스포츠:수상스키,,55,"고인태,전영석",1.0,- (),17,,집중수업:추후공지/팀티칭,서울
GEE1620-S03,수상스포츠:수상스키,,55,"이창영,고인태",1.0,- (),17,,집중수업:추후공지/팀티칭,서울
GEE1624-S01,수영,,26,성순창,1.0,화 15:00-16:50 (수영장),17,,,서울
GEE1625-G01,스포츠명가에게배우는재미와감동,,65,김도균,3.0,화 10:30-11:45 (멀826)목 10:30-11:45 (멀826),17,,,국제
GEE1626-S01,승마,,150,"고인태,강창균",1.0,- (),17,,집중수업:추후공지/팀티칭,서울
GEE1626-S02,승마,,150,"고인태,강창균",1.0,- (),17,,집중수업:추후공지/팀티칭,서울
GEE1631-G01,요가(교양),,35,정선영,1.0,목 15:00-16:50 (글403),17,,,국제
GEE1631-G02,요가(교양),,35,강신녀,1.0,금 09:00-10:50 (글403),17,,,국제
GEE1632-S01,요트,,60,"이창영,이재복",1.0,- (),17,,집중수업:추후공지/팀티칭,서울
GEE1632-S02,요트,,35,"이창영,이재복",1.0,- (),17,,집중수업:추후공지/팀티칭,서울
GEE1633-S01,웨이트트레이닝,,28,원유미,1.0,목 13:00-14:50 (헬스장),17,,,서울
GEE1633-S02,웨이트트레이닝,,28,김성호,1.0,월 11:00-12:50 (헬스장),17,,,서울
GEE1634-G01,웨이트트레이닝(교양),,35,전종목,1.0,화 10:30-12:20 (선승관),17,,선승관 체력단련장,국제
GEE1634-G02,웨이트트레이닝(교양),,35,전종목,1.0,목 10:30-12:20 (선승관),17,,선승관 체력단련장,국제
GEE1635-S01,윈드서핑,,50,"이창영,박진우",1.0,- (),17,,집중수업:추후공지/팀티칭,서울
GEE1635-S02,윈드서핑,,50,"고인태,박진우",1.0,- (),17,,집중수업:추후공지/팀티칭,서울
GEE1635-S03,윈드서핑,,50,"이창영,고인태",1.0,- (),17,,집중수업:추후공지/팀티칭,서울
GEE1636-S01,응급처치및전문관리론,,36,함주호,3.0,월 09:00-11:45 (네103),17,,,서울
GEE1638-S01,조깅과워킹,,40,이상민,1.0,목 09:00-10:50 (헬스장),17,,,서울
GEE1643-G01,탁구(교양),,35,지남용,1.0,금 13:00-14:50 (체B103),17,,,국제
GEE1643-G02,탁구(교양),,35,지남용,1.0,금 15:00-16:50 (체B103),17,,,국제
GEE1644-S01,태권도,,25,김유진,1.0,수 09:00-10:50 (농구장),17,,,서울
GEE1644-S02,태권도,,25,김유진,1.0,수 11:00-12:50 (농구장),17,,,서울
GEE1645-G01,태권도(교양),,35,김정택,1.0,금 10:30-12:20 (체106),17,,,국제
GEE1645-G02,태권도(교양),,35,송정명,1.0,목 15:00-16:50 (체106),17,,,국제
GEE1649-G01,테니스(교양),,35,윤국진,1.0,금 15:00-16:50 (1호관테니스장),17,,,국제
GEE1650-S01,토탈컨디셔닝(체력및몸매관리),,28,이상민,1.0,목 11:00-12:50 (헬스장),17,,,서울
GEE1650-S02,토탈컨디셔닝(체력및몸매관리),,28,심유진,1.0,금 09:00-10:50 (헬스장),17,,,서울
GEE1650-S03,토탈컨디셔닝(체력및몸매관리),,28,심유진,1.0,금 11:00-12:50 (헬스장),17,,,서울
GEE1652-G01,필라테스,,35,김유진,1.0,화 10:30-12:20 (글403),17,,,국제
GEE1652-S01,필라테스,,34,고모현,1.0,화 11:00-12:50 (농구장),17,,,서울
GEE1657-G01,현대생활과체육,,200,전병관,3.0,수 13:30-16:15 (체105),17,,,국제
GEE1658-S01,건강과웰니스,,50,성순창,3.0,화 12:00-14:45 (청201),17,,,서울
GEE1658-S02,건강과웰니스,,50,강창균,3.0,목 12:00-14:45 (청201),17,,,서울
GEE1661-S01,행복한여가를위한야외활동,,70,"강창균,이재복",1.0,- (),17,,집중수업:추후공지/팀티칭,서울
GEE1661-S02,행복한여가를위한야외활동,,70,"고인태,이재복",1.0,- (),17,,집중수업:추후공지/팀티칭,서울
GEE1661-S03,행복한여가를위한야외활동,,70,"이창영,고인태",1.0,- (),17,,집중수업:추후공지/팀티칭,서울
GEE1662-G01,축구(교양),,35,박수근,1.0,화 09:00-10:50 (1호관운동장),17,,하키장,국제
GEE1662-G02,축구(교양),,35,박수근,1.0,수 09:00-10:50 (1호관운동장),17,,하키장,국제
GEE1663-G01,인공암벽등반(교양),,35,문영재,1.0,금 10:30-12:20 (체215-1),17,,,국제
GEE1664-G01,호신술(교양),,35,박삼일,1.0,화 10:00-11:50 (체B120),17,,유도장,국제
GEE1665-G01,바디컨디셔닝,,35,장덕진,1.0,월 15:00-16:50 (체B120),17,,유도장,국제
GEE1701-S01,21세기디지털문화와무용,,30,태혜신,3.0,목 15:00-17:45 (네B202),17,,강의실변경→네B202,서울
GEE1702-S01,가창실기,,40,유지훈,3.0,화 15:00-17:45 (청407),17,,,서울
GEE1710-S01,대중문화와음악,,72,고윤화,3.0,금 09:00-11:45 (청620),17,,,서울
GEE1718-S01,매체와현대예술,,40,이현민,3.0,수 12:00-14:45 (네B201),17,,강의실변경→네B201,서울
GEE1720-S01,무용예술과상상력,,30,최원선,3.0,수 15:00-17:45 (네B202),17,,강의실변경→네B202,서울
GEE1723-S01,사진의이해와감상,,60,전경헌,3.0,목 15:00-17:45 (청407),17,,,서울
GEE1725-G01,색채와상상력,,65,김정태,3.0,금 12:00-14:45 (멀302),17,,,국제
GEE1730-G01,세계의춤우리의춤,,35,정주이,3.0,화 13:30-16:15 (글403),17,,,국제
GEE1730-S01,세계의춤우리의춤,,30,정주이,3.0,월 15:00-17:45 (네B201),17,,실기수업시 네B202에서 진행 (이론 강의실:네B201),서울
GEE1733-S01,스포츠댄스와아트퍼포먼스,,30,문희경,3.0,화 15:00-17:45 (네B202),17,,강의실변경→네B202,서울
GEE1737-S01,영화속그림읽기,,65,이현민,3.0,월 15:00-17:45 (청407),17,,,서울
GEE1738-S01,영화속춤의이해,,30,정유라,3.0,금 12:00-14:45 (네B201),17,,실기수업시 네B202에서 진행,서울
GEE1740-S01,영화제작기초,,40,하원준,3.0,금 12:00-14:45 (청407),17,,,서울
GEE1751-G01,컴퓨터그래픽기초,,40,백수희,3.0,월 12:00-13:15 (멀203)수 12:00-13:15 (멀203),17,,"온/오프라인병행강좌, 포토샵과 일러스트레이트관련 유사과목 수강학생 수강금지",국제
GEE1751-G02,컴퓨터그래픽기초,,40,백수희,3.0,화 12:00-13:15 (멀203)목 12:00-13:15 (멀203),17,,"온/오프라인병행강좌, 포토샵과 일러스트레이트관련 유사과목 수강학생 수강금지",국제
GEE1755-G01,클래식음악산책,,65,FABREGAS ELISENDA,3.0,화 10:30-13:15 (멀B114),17,영어,영어강좌,국제
GEE1755-G02,클래식음악산책,,65,FABREGAS ELISENDA,3.0,화 13:30-16:15 (멀B114),17,영어,영어강좌,국제
GEE1755-S01,클래식음악산책,,60,김미애,3.0,금 15:00-17:45 (청715),17,,,서울
GEE1758-G01,패션디자인의세계,,65,"최정욱,김숙현",3.0,수 09:00-11:45 (멀612),17,,팀티칭,국제
GEE1764-S01,한국의춤,,30,배소연,3.0,목 09:00-11:45 (네B202),17,,강의실변경→네B202,서울
GEE1766-G01,합창의재발견,,35,유지훈,3.0,목 15:00-17:45 (글401),17,,여학생 전용강좌/G02 분반과 합반 수업,국제
GEE1766-G03,합창의재발견,,80,백주연,3.0,월 12:00-14:45 (글401),17,,,국제
GEE1766-S01,합창의재발견,,30,유지훈,3.0,금 15:00-17:45 (청407),17,,남학생반 (수강신청완료 후 합반),서울
GEE1771-S01,오케스트라의오늘,,75,조은아,3.0,화 12:00-13:15 (청507)목 12:00-13:15 (청507),17,,강의실:청운관 507호로 변경,서울
GEE1773-S01,현대회화실기,,40,김흥모,3.0,금 15:00-17:45 (미208),17,,,서울
GEE1774-S01,"무대위의세상;연극,오페라,뮤지컬",,40,김일송,3.0,수 09:00-11:45 (스B125),17,,,서울
GEE1775-S01,"실내악,음악적얼굴이살아있는벗들의음악",,25,"진영선,정광준,정진희",3.0,금 09:00-11:45 (청715),17,,,서울
GEE1921-G01,신입생세미나2(기숙교육프로그램),,60,이승관,1.0,- (온라인),17,,"재수강반, 온라인강좌, 2학기에만 개설",국제
GEE1948-S01,테크놀로지컬처와섬유디자인,,30,이종분,3.0,수 15:00-17:45 (네B201),17,,강의실변경→네B201,서울
GEE1952-G01,전공탐색세미나,,0,김윤혁,1.0,수 12:00-12:50 (공176),17,,기계공학과 전용 강좌(신청 후 취소불가),국제
GEE1952-G02,전공탐색세미나,,0,박명주,1.0,화 18:00-18:50 (공148),17,,산업경영공학과 전용 강좌(신청 후 취소불가),국제
GEE1952-G03,전공탐색세미나,,0,정재학,1.0,월 18:00-18:50 (공365),17,,원자력공학과 전용 강좌(신청 후 취소불가),국제
GEE1952-G04,전공탐색세미나,,0,오진영,1.0,월 18:00-18:50 (공B102),17,,화학공학과 전용 강좌(신청 후 취소불가),국제
GEE1952-G05,전공탐색세미나,,0,최석원,1.0,화 18:00-18:50 (공B105),17,,정보전자신소재공학과 전용 강좌(신청 후 취소불가),국제
GEE1952-G06,전공탐색세미나,,0,주부석,1.0,금 12:30-13:20 (공150),17,,사회기반시스템공학과 전용 강좌(신청 후 취소불가),국제
GEE1952-G07,전공탐색세미나,,0,김곤,1.0,월 13:30-14:20 (공149),17,,건축공학과 전용 강좌(신청 후 취소불가),국제
GEE1952-G08,전공탐색세미나,,0,민부기,1.0,수 18:00-18:50 (공102-1),17,,환경학및환경공학과 전용 강좌(신청 후 취소불가),국제
GEE1952-G09,전공탐색세미나,,0,김일현,1.0,월 18:00-18:50 (공102-1),17,,건축학과(5년제) 전용 강좌(신청 후 취소불가),국제
GEE1952-G10,전공탐색세미나,,197,김윤희,1.0,월 18:00-18:50 (전205),17,,전자공학과 전용 강좌(신청 후 취소불가),국제
GEE1952-G11,전공탐색세미나,,50,변경민,1.0,금 10:30-11:20 (전211-1),17,,생체의공학과 전용 강좌(신청 후 취소불가),국제
GEE1952-G12,전공탐색세미나,,97,박성배,1.0,화 18:00-18:50 (전205),17,,컴퓨터공학과 전용 강좌(신청 후 취소불가),국제
GEE1952-G13,전공탐색세미나,,69,정형구,1.0,월 18:00-18:50 (전211-1),17,,소프트웨어융합학과 전용 강좌(신청 후 취소불가),국제
GEE1952-G14,전공탐색세미나,,40,김혜현,1.0,화 18:00-18:50 (전221),17,,"응용수학과 전용 강좌(신청 후 취소불가), 추가 월 18:00-18:50에도 타과목 수강불가",국제
GEE1952-G15,전공탐색세미나,,37,이종수,1.0,월 18:00-18:50 (전211-2),17,,응용물리학과 전용 강좌(신청 후 취소불가),국제
GEE1952-G16,전공탐색세미나,,56,김광표,1.0,월 18:00-18:50 (공146),17,,응용화학과 전용 강좌(신청 후 취소불가),국제
GEE1952-G17,전공탐색세미나,,41,선종호,1.0,월 18:00-18:50 (전219),17,,우주과학과 전용 강좌(신청 후 취소불가),국제
GEE1952-G18,전공탐색세미나,,73,황재성,1.0,월 18:00-18:50 (생422),17,,유전공학과 전용 강좌(신청 후 취소불가),국제
GEE1952-G19,전공탐색세미나,,52,김영록,1.0,월 18:00-18:50 (국305),17,,식품생명공학과 전용 강좌(신청 후 취소불가),국제
GEE1952-G20,전공탐색세미나,,31,강동호,1.0,월 18:00-18:50 (생424),17,,한방재료공학과 전용 강좌(신청 후 취소불가),국제
GEE1952-G21,전공탐색세미나,,29,이찬희,1.0,월 18:00-18:50 (국310),17,,식물·환경신소재공학과 전용 강좌(신청 후 취소불가),국제
GEE1952-G22,전공탐색세미나,,28,엄석현,1.0,월 18:00-18:50 (국103),17,,원예생명공학과 전용 강좌(신청 후 취소불가),국제
GEE1952-G23,전공탐색세미나,,156,김선일,1.0,수 18:00-18:50 (멀112),17,,국제학과 전용 강좌(신청 후 취소불가),국제
GEE1952-G24,전공탐색세미나,,40,오정숙,1.0,화 18:00-19:00 (외201),17,,프랑스어학과 전용 강좌(신청 후 취소불가),국제
GEE1952-G25,전공탐색세미나,,50,박정원,1.0,화 18:00-19:00 (외401),17,,스페인어학과 전용 강좌(신청 후 취소불가),국제
GEE1952-G26,전공탐색세미나,,40,최행규,1.0,화 18:00-19:00 (외202),17,,러시아어학과 전용 강좌(신청 후 취소불가),국제
GEE1952-G27,전공탐색세미나,,55,김경석,1.0,화 18:00-19:00 (외402),17,,중국어학과 전용 강좌(신청 후 취소불가),국제
GEE1952-G28,전공탐색세미나,,52,이창수,1.0,화 18:00-19:00 (외412),17,,일본어학과 전용 강좌(신청 후 취소불가),국제
